Category	ID	Term	Genes	adj_pval
MF	GO:0140110	transcription regulator activity	Tfasc_v1.00319-RA, Tfasc_v1.00432-RA, Tfasc_v1.01143-RA, Tfasc_v1.01696-RA, Tfasc_v1.02072-RA, Tfasc_v1.02075-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.02956-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04959-RA, Tfasc_v1.05097-RA, Tfasc_v1.05145-RA, Tfasc_v1.05653-RA, Tfasc_v1.05656-RA, Tfasc_v1.06656-RA, Tfasc_v1.06665-RA, Tfasc_v1.08084-RA, Tfasc_v1.08150-RA, Tfasc_v1.08638-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.09373-RA, Tfasc_v1.09505-RA, Tfasc_v1.09525-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10801-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.11745-RA, Tfasc_v1.12074-RA, Tfasc_v1.12384-RA, Tfasc_v1.13153-RA, Tfasc_v1.14172-RA, Tfasc_v1.14452-RA, Tfasc_v1.16050-RA, Tfasc_v1.16790-RA, Tfasc_v1.17456-RA, Tfasc_v1.17457-RA, Tfasc_v1.17549-RA, Tfasc_v1.18645-RA, Tfasc_v1.19918-RA, Tfasc_v1.20141-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.20660-RA, Tfasc_v1.21098-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22892-RA, Tfasc_v1.23092-RA, Tfasc_v1.24082-RA, Tfasc_v1.24176-RA, Tfasc_v1.24182-RA, Tfasc_v1.24218-RA, Tfasc_v1.24219-RA, Tfasc_v1.25013-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27740-RA, Tfasc_v1.27912-RB, Tfasc_v1.28016-RA, Tfasc_v1.28196-RB, Tfasc_v1.28478-RA, Tfasc_v1.28537-RA, Tfasc_v1.28936-RA, Tfasc_v1.29595-RA, Tfasc_v1.30572-RA, Tfasc_v1.32018-RA, Tfasc_v1.32247-RA, Tfasc_v1.33700-RA	0.02168
MF	GO:0016757	glycosyltransferase activity	Tfasc_v1.00030-RA, Tfasc_v1.01849-RA, Tfasc_v1.04554-RA, Tfasc_v1.04776-RA, Tfasc_v1.05242-RA, Tfasc_v1.05615-RA, Tfasc_v1.05937-RA, Tfasc_v1.06053-RA, Tfasc_v1.06167-RA, Tfasc_v1.06428-RA, Tfasc_v1.06823-RA, Tfasc_v1.07028-RA, Tfasc_v1.07031-RA, Tfasc_v1.07947-RA, Tfasc_v1.07959-RA, Tfasc_v1.08046-RA, Tfasc_v1.08164-RA, Tfasc_v1.08171-RA, Tfasc_v1.08438-RA, Tfasc_v1.08956-RA, Tfasc_v1.09045-RA, Tfasc_v1.09237-RA, Tfasc_v1.09430-RA, Tfasc_v1.09488-RA, Tfasc_v1.09493-RB, Tfasc_v1.09687-RA, Tfasc_v1.09725-RA, Tfasc_v1.09728-RA, Tfasc_v1.09734-RA, Tfasc_v1.10904-RA, Tfasc_v1.11994-RA, Tfasc_v1.12094-RA, Tfasc_v1.12147-RA, Tfasc_v1.14095-RA, Tfasc_v1.14263-RA, Tfasc_v1.14633-RA, Tfasc_v1.14635-RA, Tfasc_v1.15347-RA, Tfasc_v1.15348-RA, Tfasc_v1.15852-RA, Tfasc_v1.15918-RA, Tfasc_v1.15919-RA, Tfasc_v1.15920-RA, Tfasc_v1.15978-RA, Tfasc_v1.15980-RA, Tfasc_v1.15982-RA, Tfasc_v1.16111-RA, Tfasc_v1.16112-RA, Tfasc_v1.16390-RA, Tfasc_v1.16916-RA, Tfasc_v1.16917-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA, Tfasc_v1.18269-RA, Tfasc_v1.18648-RA, Tfasc_v1.20203-RA, Tfasc_v1.20375-RA, Tfasc_v1.24161-RA, Tfasc_v1.25253-RA, Tfasc_v1.26086-RA, Tfasc_v1.26686-RA, Tfasc_v1.26788-RA, Tfasc_v1.27088-RA, Tfasc_v1.27580-RA, Tfasc_v1.27774-RA, Tfasc_v1.27899-RA, Tfasc_v1.28141-RA, Tfasc_v1.28943-RA, Tfasc_v1.29602-RA	0.02217
MF	GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	Tfasc_v1.08463-RA, Tfasc_v1.08465-RA, Tfasc_v1.09104-RA, Tfasc_v1.09106-RA, Tfasc_v1.18408-RA, Tfasc_v1.18792-RA, Tfasc_v1.22694-RA, Tfasc_v1.23382-RA, Tfasc_v1.24014-RA	0.02315
MF	GO:0016212	kynurenine-oxoglutarate transaminase activity	Tfasc_v1.26586-RA, Tfasc_v1.26586-RC	0.02336
MF	GO:0004930	G protein-coupled receptor activity	Tfasc_v1.03592-RA, Tfasc_v1.24978-RA	0.02336
MF	GO:0033897	ribonuclease T2 activity	Tfasc_v1.18400-RA, Tfasc_v1.18401-RA	0.02336
MF	GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity	Tfasc_v1.02208-RA, Tfasc_v1.13946-RA	0.02336
MF	GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity	Tfasc_v1.02208-RA, Tfasc_v1.13946-RA	0.02336
MF	GO:0047325	inositol tetrakisphosphate 1-kinase activity	Tfasc_v1.02208-RA, Tfasc_v1.13946-RA	0.02336
MF	GO:0051740	ethylene binding	Tfasc_v1.02968-RA, Tfasc_v1.03415-RA	0.02336
MF	GO:0017050	D-erythro-sphingosine kinase activity	Tfasc_v1.06909-RA, Tfasc_v1.10773-RA	0.02336
MF	GO:0038199	ethylene receptor activity	Tfasc_v1.02968-RA, Tfasc_v1.03415-RA	0.02336
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Tfasc_v1.01786-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.05570-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.12070-RA, Tfasc_v1.16472-RA, Tfasc_v1.19929-RA, Tfasc_v1.21912-RA, Tfasc_v1.22355-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	0.02345
MF	GO:0004672	protein kinase activity	Tfasc_v1.01829-RA, Tfasc_v1.01865-RA, Tfasc_v1.02265-RA, Tfasc_v1.02266-RA, Tfasc_v1.02716-RA, Tfasc_v1.02717-RA, Tfasc_v1.02938-RA, Tfasc_v1.02968-RA, Tfasc_v1.03128-RA, Tfasc_v1.03415-RA, Tfasc_v1.03687-RA, Tfasc_v1.04341-RA, Tfasc_v1.04427-RA, Tfasc_v1.04613-RA, Tfasc_v1.05091-RA, Tfasc_v1.05473-RA, Tfasc_v1.05634-RA, Tfasc_v1.05896-RA, Tfasc_v1.05996-RA, Tfasc_v1.05998-RA, Tfasc_v1.06058-RA, Tfasc_v1.06087-RA, Tfasc_v1.06834-RA, Tfasc_v1.06897-RA, Tfasc_v1.06919-RA, Tfasc_v1.07973-RA, Tfasc_v1.08361-RA, Tfasc_v1.09405-RA, Tfasc_v1.09432-RA, Tfasc_v1.09639-RA, Tfasc_v1.09673-RA, Tfasc_v1.11882-RA, Tfasc_v1.11979-RA, Tfasc_v1.11980-RA, Tfasc_v1.12218-RA, Tfasc_v1.12302-RA, Tfasc_v1.12426-RA, Tfasc_v1.12888-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.14404-RB, Tfasc_v1.14859-RA, Tfasc_v1.15523-RA, Tfasc_v1.16058-RA, Tfasc_v1.16172-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.17142-RA, Tfasc_v1.17151-RA, Tfasc_v1.18221-RA, Tfasc_v1.18627-RA, Tfasc_v1.18786-RA, Tfasc_v1.18855-RA, Tfasc_v1.20275-RA, Tfasc_v1.20515-RA, Tfasc_v1.21571-RA, Tfasc_v1.21585-RA, Tfasc_v1.21613-RA, Tfasc_v1.21696-RA, Tfasc_v1.22524-RA, Tfasc_v1.22595-RA, Tfasc_v1.22860-RA, Tfasc_v1.23030-RA, Tfasc_v1.23046-RA, Tfasc_v1.23419-RA, Tfasc_v1.23546-RA, Tfasc_v1.24130-RA, Tfasc_v1.24196-RA, Tfasc_v1.24205-RA, Tfasc_v1.24209-RA, Tfasc_v1.24342-RA, Tfasc_v1.24407-RA, Tfasc_v1.24956-RA, Tfasc_v1.24958-RA, Tfasc_v1.25137-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.25810-RA, Tfasc_v1.25852-RA, Tfasc_v1.26976-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA, Tfasc_v1.27708-RA, Tfasc_v1.27784-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27857-RA, Tfasc_v1.27881-RA, Tfasc_v1.27908-RA, Tfasc_v1.27958-RB, Tfasc_v1.28605-RA, Tfasc_v1.28608-RA, Tfasc_v1.28729-RA, Tfasc_v1.29743-RA, Tfasc_v1.29930-RA, Tfasc_v1.30039-RA, Tfasc_v1.30096-RA, Tfasc_v1.30112-RA, Tfasc_v1.30670-RA, Tfasc_v1.31220-RA, Tfasc_v1.31228-RA, Tfasc_v1.31230-RA, Tfasc_v1.32728-RA	0.02368
MF	GO:0015171	amino acid transmembrane transporter activity	Tfasc_v1.01212-RA, Tfasc_v1.01899-RA, Tfasc_v1.04535-RA, Tfasc_v1.09420-RA, Tfasc_v1.09682-RA, Tfasc_v1.12137-RA, Tfasc_v1.15251-RA, Tfasc_v1.18515-RA, Tfasc_v1.29725-RA	0.02484
MF	GO:0004707	MAP kinase activity	Tfasc_v1.06919-RA, Tfasc_v1.24342-RA, Tfasc_v1.27908-RA	0.02565
MF	GO:0080043	quercetin 3-O-glucosyltransferase activity	Tfasc_v1.14633-RA, Tfasc_v1.14635-RA, Tfasc_v1.15348-RA, Tfasc_v1.16112-RA	0.02728
MF	GO:0080044	quercetin 7-O-glucosyltransferase activity	Tfasc_v1.14633-RA, Tfasc_v1.14635-RA, Tfasc_v1.15348-RA, Tfasc_v1.16112-RA	0.02728
MF	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	Tfasc_v1.08463-RA, Tfasc_v1.08465-RA, Tfasc_v1.18408-RA, Tfasc_v1.18792-RA, Tfasc_v1.23382-RA, Tfasc_v1.24014-RA	0.02753
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Tfasc_v1.01786-RA, Tfasc_v1.03610-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05570-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.06529-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.08658-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.10696-RA, Tfasc_v1.12070-RA, Tfasc_v1.14246-RA, Tfasc_v1.16132-RA, Tfasc_v1.16315-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.19929-RA, Tfasc_v1.21912-RA, Tfasc_v1.22355-RA, Tfasc_v1.23995-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	0.02815
MF	GO:0005544	calcium-dependent phospholipid binding	Tfasc_v1.01378-RA, Tfasc_v1.01379-RA, Tfasc_v1.18504-RA	0.03143
MF	GO:0008792	arginine decarboxylase activity	Tfasc_v1.01732-RA, Tfasc_v1.20954-RA	0.03387
MF	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	Tfasc_v1.20278-RA, Tfasc_v1.23078-RA	0.03387
MF	GO:0047216	inositol 3-alpha-galactosyltransferase activity	Tfasc_v1.09728-RA, Tfasc_v1.09734-RA	0.03387
MF	GO:0035252	UDP-xylosyltransferase activity	Tfasc_v1.15980-RA, Tfasc_v1.27580-RA	0.03387
MF	GO:0008198	ferrous iron binding	Tfasc_v1.09104-RA, Tfasc_v1.09106-RA, Tfasc_v1.29705-RA	0.03784
MF	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity	Tfasc_v1.05937-RA, Tfasc_v1.06823-RA, Tfasc_v1.09488-RA, Tfasc_v1.27774-RA	0.04087
MF	GO:0010427	abscisic acid binding	Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.09611-RA, Tfasc_v1.16372-RA	0.04087
MF	GO:0004032	alditol:NADP+ 1-oxidoreductase activity	Tfasc_v1.03150-RA, Tfasc_v1.13967-RA, Tfasc_v1.13968-RA	0.04485
MF	GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	Tfasc_v1.22680-RA, Tfasc_v1.29142-RA	0.04584
MF	GO:0015248	sterol transporter activity	Tfasc_v1.08121-RA, Tfasc_v1.22331-RA	0.04584
MF	GO:0004106	chorismate mutase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA	0.04584
MF	GO:0051082	unfolded protein binding	Tfasc_v1.00027-RA, Tfasc_v1.03304-RA, Tfasc_v1.04954-RA, Tfasc_v1.07733-RA, Tfasc_v1.16168-RA, Tfasc_v1.17195-RA, Tfasc_v1.18295-RA, Tfasc_v1.27981-RA, Tfasc_v1.28043-RA, Tfasc_v1.28263-RA, Tfasc_v1.29611-RA	0.04681
MF	GO:0004497	monooxygenase activity	Tfasc_v1.01786-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05570-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.14246-RA, Tfasc_v1.16132-RA, Tfasc_v1.16472-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.19929-RA, Tfasc_v1.21912-RA, Tfasc_v1.21934-RA, Tfasc_v1.22355-RA, Tfasc_v1.22694-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	0.04804
CC	GO:0009535	chloroplast thylakoid membrane	Tfasc_v1.00068-RA, Tfasc_v1.01903-RA, Tfasc_v1.04301-RA, Tfasc_v1.05174-RA, Tfasc_v1.05176-RA, Tfasc_v1.05868-RA, Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.05971-RA, Tfasc_v1.08676-RA, Tfasc_v1.08891-RA, Tfasc_v1.08897-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.15218-RA, Tfasc_v1.16415-RA, Tfasc_v1.17972-RA, Tfasc_v1.18642-RA, Tfasc_v1.20522-RA, Tfasc_v1.21651-RA, Tfasc_v1.22502-RA, Tfasc_v1.22694-RA, Tfasc_v1.24065-RA, Tfasc_v1.24779-RA, Tfasc_v1.25253-RA, Tfasc_v1.25753-RA, Tfasc_v1.25807-RA, Tfasc_v1.25931-RA, Tfasc_v1.26463-RA, Tfasc_v1.27705-RA, Tfasc_v1.27934-RA, Tfasc_v1.27956-RA	1.4e-07
CC	GO:0009523	photosystem II	Tfasc_v1.00232-RA, Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.08676-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.10944-RA, Tfasc_v1.15053-RA, Tfasc_v1.18642-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA, Tfasc_v1.27956-RA, Tfasc_v1.29439-RA, Tfasc_v1.30088-RA	2.4e-07
CC	GO:0009522	photosystem I	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.08676-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.19395-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	1.5e-06
CC	GO:0010287	plastoglobule	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	5.2e-05
