Category	ID	Term	Genes	adj_pval
CC	GO:0009535	chloroplast thylakoid membrane	Tfasc_v1.00068-RA, Tfasc_v1.02358-RA, Tfasc_v1.04210-RA, Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.06882-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10761-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.11940-RA, Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.15053-RA, Tfasc_v1.15812-RA, Tfasc_v1.17618-RB, Tfasc_v1.21161-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.24409-RA, Tfasc_v1.25642-RA, Tfasc_v1.25644-RA, Tfasc_v1.25753-RA, Tfasc_v1.26194-RA, Tfasc_v1.26620-RA, Tfasc_v1.27705-RA, Tfasc_v1.27706-RA, Tfasc_v1.30578-RA, Tfasc_v1.31780-RA, Tfasc_v1.32707-RA, Tfasc_v1.32709-RA, Tfasc_v1.32717-RA, Tfasc_v1.32723-RA	4.2e-10
CC	GO:0010287	plastoglobule	Tfasc_v1.04301-RA, Tfasc_v1.05846-RA, Tfasc_v1.05848-RA, Tfasc_v1.05868-RA, Tfasc_v1.06465-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.11940-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	1.5e-09
CC	GO:0005886	plasma membrane	Tfasc_v1.00332-RA, Tfasc_v1.00336-RA, Tfasc_v1.00773-RA, Tfasc_v1.01163-RA, Tfasc_v1.01324-RA, Tfasc_v1.01365-RA, Tfasc_v1.01392-RA, Tfasc_v1.01537-RA, Tfasc_v1.01585-RA, Tfasc_v1.01589-RA, Tfasc_v1.01915-RA, Tfasc_v1.01954-RA, Tfasc_v1.01960-RA, Tfasc_v1.02358-RA, Tfasc_v1.02882-RA, Tfasc_v1.02994-RA, Tfasc_v1.03637-RA, Tfasc_v1.03667-RA, Tfasc_v1.03869-RA, Tfasc_v1.04531-RA, Tfasc_v1.04551-RA, Tfasc_v1.04552-RA, Tfasc_v1.04744-RA, Tfasc_v1.05511-RA, Tfasc_v1.05924-RA, Tfasc_v1.06012-RA, Tfasc_v1.06308-RA, Tfasc_v1.06555-RA, Tfasc_v1.06722-RA, Tfasc_v1.06825-RA, Tfasc_v1.07379-RA, Tfasc_v1.07651-RA, Tfasc_v1.07708-RA, Tfasc_v1.08116-RA, Tfasc_v1.08903-RA, Tfasc_v1.08998-RA, Tfasc_v1.09093-RA, Tfasc_v1.09404-RA, Tfasc_v1.09405-RA, Tfasc_v1.09420-RA, Tfasc_v1.09534-RA, Tfasc_v1.09766-RA, Tfasc_v1.10544-RA, Tfasc_v1.10553-RA, Tfasc_v1.11254-RA, Tfasc_v1.11969-RA, Tfasc_v1.12137-RA, Tfasc_v1.12216-RA, Tfasc_v1.13683-RA, Tfasc_v1.13825-RA, Tfasc_v1.14272-RA, Tfasc_v1.14590-RA, Tfasc_v1.14790-RA, Tfasc_v1.15938-RA, Tfasc_v1.16095-RA, Tfasc_v1.16200-RA, Tfasc_v1.16246-RA, Tfasc_v1.16247-RA, Tfasc_v1.16316-RA, Tfasc_v1.16317-RA, Tfasc_v1.16428-RA, Tfasc_v1.16454-RA, Tfasc_v1.17142-RA, Tfasc_v1.17391-RA, Tfasc_v1.17680-RA, Tfasc_v1.18343-RA, Tfasc_v1.18795-RA, Tfasc_v1.19887-RA, Tfasc_v1.21432-RA, Tfasc_v1.22304-RA, Tfasc_v1.22404-RA, Tfasc_v1.22405-RA, Tfasc_v1.22621-RA, Tfasc_v1.22664-RA, Tfasc_v1.23046-RA, Tfasc_v1.23490-RA, Tfasc_v1.25175-RA, Tfasc_v1.25199-RA, Tfasc_v1.26100-RA, Tfasc_v1.26778-RA, Tfasc_v1.27296-RA, Tfasc_v1.27486-RA, Tfasc_v1.27837-RA, Tfasc_v1.28079-RA, Tfasc_v1.28082-RA, Tfasc_v1.28214-RA, Tfasc_v1.28328-RA, Tfasc_v1.28863-RA, Tfasc_v1.29243-RA, Tfasc_v1.29526-RA, Tfasc_v1.29530-RA, Tfasc_v1.29767-RA, Tfasc_v1.32712-RA	4.4e-06
CC	GO:0009538	photosystem I reaction center	Tfasc_v1.11940-RA, Tfasc_v1.24409-RA, Tfasc_v1.30578-RA, Tfasc_v1.31345-RA	1.6e-05
CC	GO:0009539	photosystem II reaction center	Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.26620-RA	0.0024
CC	GO:0009705	plant-type vacuole membrane	Tfasc_v1.02166-RA, Tfasc_v1.09561-RA, Tfasc_v1.16401-RA, Tfasc_v1.16694-RA, Tfasc_v1.17626-RA, Tfasc_v1.22750-RA, Tfasc_v1.30160-RA, Tfasc_v1.30353-RA	0.0025
CC	GO:0005634	nucleus	Tfasc_v1.00015-RA, Tfasc_v1.00053-RA, Tfasc_v1.00133-RA, Tfasc_v1.00179-RA, Tfasc_v1.00253-RA, Tfasc_v1.00371-RA, Tfasc_v1.00408-RA, Tfasc_v1.00411-RA, Tfasc_v1.00549-RA, Tfasc_v1.00931-RA, Tfasc_v1.01066-RA, Tfasc_v1.01363-RA, Tfasc_v1.01409-RA, Tfasc_v1.01537-RA, Tfasc_v1.01561-RA, Tfasc_v1.01579-RA, Tfasc_v1.01582-RA, Tfasc_v1.01605-RA, Tfasc_v1.01654-RA, Tfasc_v1.01777-RA, Tfasc_v1.02072-RA, Tfasc_v1.02162-RA, Tfasc_v1.02250-RA, Tfasc_v1.02321-RA, Tfasc_v1.02376-RA, Tfasc_v1.02728-RA, Tfasc_v1.02959-RA, Tfasc_v1.02960-RA, Tfasc_v1.03490-RA, Tfasc_v1.04623-RA, Tfasc_v1.04767-RA, Tfasc_v1.04959-RA, Tfasc_v1.05502-RA, Tfasc_v1.05651-RA, Tfasc_v1.06102-RA, Tfasc_v1.06216-RA, Tfasc_v1.06276-RA, Tfasc_v1.06351-RA, Tfasc_v1.06500-RA, Tfasc_v1.06575-RA, Tfasc_v1.06625-RA, Tfasc_v1.06676-RA, Tfasc_v1.06768-RA, Tfasc_v1.06829-RA, Tfasc_v1.06889-RA, Tfasc_v1.07084-RA, Tfasc_v1.07821-RA, Tfasc_v1.08059-RA, Tfasc_v1.08084-RA, Tfasc_v1.08564-RA, Tfasc_v1.08988-RA, Tfasc_v1.09036-RA, Tfasc_v1.09042-RA, Tfasc_v1.09043-RA, Tfasc_v1.09093-RA, Tfasc_v1.09359-RA, Tfasc_v1.09375-RA, Tfasc_v1.09419-RA, Tfasc_v1.09467-RA, Tfasc_v1.09512-RA, Tfasc_v1.09604-RA, Tfasc_v1.09614-RA, Tfasc_v1.09781-RA, Tfasc_v1.10617-RA, Tfasc_v1.10757-RA, Tfasc_v1.11944-RA, Tfasc_v1.12495-RA, Tfasc_v1.12510-RA, Tfasc_v1.13193-RA, Tfasc_v1.14071-RA, Tfasc_v1.14115-RA, Tfasc_v1.14225-RA, Tfasc_v1.14272-RA, Tfasc_v1.14449-RA, Tfasc_v1.14672-RA, Tfasc_v1.14761-RA, Tfasc_v1.14807-RA, Tfasc_v1.14819-RA, Tfasc_v1.14901-RA, Tfasc_v1.14922-RA, Tfasc_v1.14943-RA, Tfasc_v1.15015-RA, Tfasc_v1.15179-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15636-RA, Tfasc_v1.16170-RA, Tfasc_v1.16251-RA, Tfasc_v1.16254-RA, Tfasc_v1.16271-RA, Tfasc_v1.17275-RA, Tfasc_v1.17276-RA, Tfasc_v1.17468-RA, Tfasc_v1.18037-RA, Tfasc_v1.18233-RB, Tfasc_v1.18640-RA, Tfasc_v1.19309-RA, Tfasc_v1.19444-RA, Tfasc_v1.19447-RA, Tfasc_v1.19575-RA, Tfasc_v1.19672-RA, Tfasc_v1.19909-RA, Tfasc_v1.20067-RA, Tfasc_v1.20141-RA, Tfasc_v1.20275-RA, Tfasc_v1.20607-RA, Tfasc_v1.21098-RA, Tfasc_v1.21158-RA, Tfasc_v1.21163-RA, Tfasc_v1.21186-RA, Tfasc_v1.21289-RA, Tfasc_v1.21467-RA, Tfasc_v1.21745-RA, Tfasc_v1.21985-RA, Tfasc_v1.22185-RA, Tfasc_v1.22191-RA, Tfasc_v1.22378-RA, Tfasc_v1.22404-RA, Tfasc_v1.22717-RA, Tfasc_v1.22959-RA, Tfasc_v1.23134-RA, Tfasc_v1.23156-RA, Tfasc_v1.23181-RA, Tfasc_v1.23198-RA, Tfasc_v1.23462-RA, Tfasc_v1.23482-RA, Tfasc_v1.24027-RA, Tfasc_v1.24114-RA, Tfasc_v1.24162-RA, Tfasc_v1.24176-RA, Tfasc_v1.24353-RA, Tfasc_v1.24378-RA, Tfasc_v1.24974-RA, Tfasc_v1.25024-RA, Tfasc_v1.25177-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27673-RA, Tfasc_v1.27841-RA, Tfasc_v1.27841-RB, Tfasc_v1.27843-RA, Tfasc_v1.27879-RA, Tfasc_v1.28016-RA, Tfasc_v1.28405-RA, Tfasc_v1.28966-RA, Tfasc_v1.28996-RA, Tfasc_v1.29397-RA, Tfasc_v1.29646-RA, Tfasc_v1.29688-RA, Tfasc_v1.29709-RA, Tfasc_v1.30044-RA, Tfasc_v1.30266-RA, Tfasc_v1.30267-RA, Tfasc_v1.30705-RA, Tfasc_v1.32247-RA, Tfasc_v1.33165-RA	0.0036
CC	GO:0016020	membrane	Tfasc_v1.00068-RA, Tfasc_v1.00332-RA, Tfasc_v1.00336-RA, Tfasc_v1.00773-RA, Tfasc_v1.01163-RA, Tfasc_v1.01263-RA, Tfasc_v1.01302-RA, Tfasc_v1.01324-RA, Tfasc_v1.01365-RA, Tfasc_v1.01392-RA, Tfasc_v1.01537-RA, Tfasc_v1.01585-RA, Tfasc_v1.01589-RA, Tfasc_v1.01915-RA, Tfasc_v1.01954-RA, Tfasc_v1.01960-RA, Tfasc_v1.02035-RA, Tfasc_v1.02166-RA, Tfasc_v1.02358-RA, Tfasc_v1.02513-RA, Tfasc_v1.02882-RA, Tfasc_v1.02994-RA, Tfasc_v1.03294-RA, Tfasc_v1.03597-RA, Tfasc_v1.03637-RA, Tfasc_v1.03667-RA, Tfasc_v1.03869-RA, Tfasc_v1.04210-RA, Tfasc_v1.04259-RA, Tfasc_v1.04301-RA, Tfasc_v1.04531-RA, Tfasc_v1.04551-RA, Tfasc_v1.04552-RA, Tfasc_v1.04744-RA, Tfasc_v1.04910-RA, Tfasc_v1.04915-RA, Tfasc_v1.05511-RA, Tfasc_v1.05552-RA, Tfasc_v1.05575-RA, Tfasc_v1.05658-RA, Tfasc_v1.05661-RA, Tfasc_v1.05868-RA, Tfasc_v1.05924-RA, Tfasc_v1.05971-RA, Tfasc_v1.06012-RA, Tfasc_v1.06308-RA, Tfasc_v1.06549-RA, Tfasc_v1.06555-RA, Tfasc_v1.06722-RA, Tfasc_v1.06825-RA, Tfasc_v1.06882-RA, Tfasc_v1.07329-RA, Tfasc_v1.07379-RA, Tfasc_v1.07651-RA, Tfasc_v1.07708-RA, Tfasc_v1.07808-RA, Tfasc_v1.08116-RA, Tfasc_v1.08903-RA, Tfasc_v1.08973-RA, Tfasc_v1.08975-RA, Tfasc_v1.08998-RA, Tfasc_v1.09022-RA, Tfasc_v1.09093-RA, Tfasc_v1.09191-RA, Tfasc_v1.09192-RA, Tfasc_v1.09404-RA, Tfasc_v1.09405-RA, Tfasc_v1.09420-RA, Tfasc_v1.09446-RA, Tfasc_v1.09534-RA, Tfasc_v1.09561-RA, Tfasc_v1.09764-RA, Tfasc_v1.09766-RA, Tfasc_v1.10263-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.10544-RA, Tfasc_v1.10553-RA, Tfasc_v1.10761-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.10808-RA, Tfasc_v1.11045-RA, Tfasc_v1.11254-RA, Tfasc_v1.11507-RA, Tfasc_v1.11765-RA, Tfasc_v1.11896-RA, Tfasc_v1.11918-RA, Tfasc_v1.11940-RA, Tfasc_v1.11969-RA, Tfasc_v1.12070-RA, Tfasc_v1.12137-RA, Tfasc_v1.12216-RA, Tfasc_v1.12294-RA, Tfasc_v1.12407-RA, Tfasc_v1.13109-RA, Tfasc_v1.13683-RA, Tfasc_v1.13825-RA, Tfasc_v1.13901-RA, Tfasc_v1.14022-RA, Tfasc_v1.14122-RA, Tfasc_v1.14123-RA, Tfasc_v1.14176-RA, Tfasc_v1.14272-RA, Tfasc_v1.14313-RA, Tfasc_v1.14590-RA, Tfasc_v1.14790-RA, Tfasc_v1.14807-RA, Tfasc_v1.14901-RA, Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.15053-RA, Tfasc_v1.15064-RA, Tfasc_v1.15608-RA, Tfasc_v1.15812-RA, Tfasc_v1.15938-RA, Tfasc_v1.16025-RA, Tfasc_v1.16095-RA, Tfasc_v1.16132-RA, Tfasc_v1.16200-RA, Tfasc_v1.16246-RA, Tfasc_v1.16247-RA, Tfasc_v1.16316-RA, Tfasc_v1.16317-RA, Tfasc_v1.16401-RA, Tfasc_v1.16428-RA, Tfasc_v1.16454-RA, Tfasc_v1.16694-RA, Tfasc_v1.17142-RA, Tfasc_v1.17391-RA, Tfasc_v1.17472-RA, Tfasc_v1.17563-RA, Tfasc_v1.17618-RB, Tfasc_v1.17626-RA, Tfasc_v1.17680-RA, Tfasc_v1.18147-RA, Tfasc_v1.18336-RA, Tfasc_v1.18343-RA, Tfasc_v1.18368-RA, Tfasc_v1.18795-RA, Tfasc_v1.18796-RA, Tfasc_v1.18821-RA, Tfasc_v1.19017-RA, Tfasc_v1.19392-RA, Tfasc_v1.19447-RA, Tfasc_v1.19514-RA, Tfasc_v1.19887-RA, Tfasc_v1.20059-RA, Tfasc_v1.20266-RA, Tfasc_v1.21161-RA, Tfasc_v1.21432-RA, Tfasc_v1.21580-RA, Tfasc_v1.22304-RA, Tfasc_v1.22404-RA, Tfasc_v1.22405-RA, Tfasc_v1.22502-RA, Tfasc_v1.22621-RA, Tfasc_v1.22664-RA, Tfasc_v1.22750-RA, Tfasc_v1.23046-RA, Tfasc_v1.23490-RA, Tfasc_v1.23678-RA, Tfasc_v1.23710-RA, Tfasc_v1.24053-RA, Tfasc_v1.24065-RA, Tfasc_v1.24129-RA, Tfasc_v1.24409-RA, Tfasc_v1.25175-RA, Tfasc_v1.25199-RA, Tfasc_v1.25536-RA, Tfasc_v1.25642-RA, Tfasc_v1.25644-RA, Tfasc_v1.25753-RA, Tfasc_v1.26100-RA, Tfasc_v1.26194-RA, Tfasc_v1.26584-RA, Tfasc_v1.26603-RA, Tfasc_v1.26620-RA, Tfasc_v1.26778-RA, Tfasc_v1.26985-RA, Tfasc_v1.27296-RA, Tfasc_v1.27486-RA, Tfasc_v1.27705-RA, Tfasc_v1.27706-RA, Tfasc_v1.27837-RA, Tfasc_v1.28079-RA, Tfasc_v1.28082-RA, Tfasc_v1.28182-RA, Tfasc_v1.28214-RA, Tfasc_v1.28286-RA, Tfasc_v1.28328-RA, Tfasc_v1.28863-RA, Tfasc_v1.29243-RA, Tfasc_v1.29515-RA, Tfasc_v1.29526-RA, Tfasc_v1.29530-RA, Tfasc_v1.29633-RA, Tfasc_v1.29741-RA, Tfasc_v1.29767-RA, Tfasc_v1.29968-RA, Tfasc_v1.29996-RA, Tfasc_v1.30160-RA, Tfasc_v1.30187-RA, Tfasc_v1.30353-RA, Tfasc_v1.30578-RA, Tfasc_v1.31205-RA, Tfasc_v1.31345-RA, Tfasc_v1.31780-RA, Tfasc_v1.32700-RA, Tfasc_v1.32707-RA, Tfasc_v1.32708-RA, Tfasc_v1.32709-RA, Tfasc_v1.32711-RA, Tfasc_v1.32712-RA, Tfasc_v1.32717-RA, Tfasc_v1.32723-RA, Tfasc_v1.32725-RA	0.0128
CC	GO:0009654	photosystem II oxygen evolving complex	Tfasc_v1.01263-RA, Tfasc_v1.10808-RA, Tfasc_v1.11918-RA, Tfasc_v1.17563-RA	0.0238
CC	GO:0010168	ER body	Tfasc_v1.07379-RA, Tfasc_v1.23490-RA	0.0335
CC	GO:0005773	vacuole	Tfasc_v1.01960-RA, Tfasc_v1.02166-RA, Tfasc_v1.02416-RA, Tfasc_v1.03404-RA, Tfasc_v1.09338-RA, Tfasc_v1.09561-RA, Tfasc_v1.15069-RA, Tfasc_v1.16316-RA, Tfasc_v1.16401-RA, Tfasc_v1.16694-RA, Tfasc_v1.17370-RA, Tfasc_v1.17452-RA, Tfasc_v1.17472-RA, Tfasc_v1.17626-RA, Tfasc_v1.18294-RA, Tfasc_v1.19575-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA, Tfasc_v1.22405-RA, Tfasc_v1.22750-RA, Tfasc_v1.28863-RA, Tfasc_v1.29526-RA, Tfasc_v1.30160-RA, Tfasc_v1.30353-RA, Tfasc_v1.30694-RA	0.0397
CC	GO:1990879	CST complex	Tfasc_v1.01537-RA	0.043
CC	GO:0009517	PSII associated light-harvesting complex II	Tfasc_v1.10775-RA	0.043
CC	GO:0097708	intracellular vesicle	Tfasc_v1.00011-RA, Tfasc_v1.08998-RA, Tfasc_v1.09404-RA, Tfasc_v1.10886-RA, Tfasc_v1.14901-RA, Tfasc_v1.21007-RA, Tfasc_v1.22637-RA, Tfasc_v1.23710-RA, Tfasc_v1.27794-RA	0.0438
